title,review_text,username,date
The Epic Conclusion,"Note: this is a review of the extended edition of the film.

Peter Jackson's trilogy concludes with a terrific finale that makes the near 12 hour long journey we take as viewers one of the most worthwhile cinematic experiences in history. I like to think of the entire trilogy as one long movie-filmed simultaneously but obviously having had to be released over three parts to be profitable at the box office. Much like Tolkien's novel itself, having to be split in three volumes.

The quality of production and post-production all maintains its standards across the trilogy. I would like to say that although ""The Fellowship of the Ring"" remains my personal favorite of the three, ""The Return of the King"" being the one that finally brought home the clean sweep at the Oscars is very fitting and deserved.

The reincorporated scenes from the extended editions of all of these movies really helps a lot in fleshing out the world of Middle Earth. I can't imagine going back now to the theatrical cuts. A few scenes here and there do slow down the pacing just a bit, but in a movie as grand and epic as this, it's all for the better to extend our time in this unforgettable fantasy world that Tolkien so vividly described and that Jackson so faithfully brought to life on the big screen.",xiaoli7377,2022-04-11
The conclusion of 'epic',"It's hard to imagine that anyone would join 'The Lord of the Rings' saga so late in its on-screen life, so if you've never heard of this tale (there must be at least one of you!) then I suggest you begin with 'The Fellowship of the Ring' and take it from there. However, if, like the rest of us, you've been closely following the story of 'Middle Earth' where two innocent hobbits are carrying an evil ring of power to its destruction, then you'll be desperate to see how it ends. Although, based on what most people seem to think about the trilogy overall, 'The Return of the King' appears to be most people's favourite (worth noting that mine is 'The Two Towers!').

Maybe it's because the source material (J.R.R. Tolkien's trilogy of novels) has already been written that the concluding chapter is so good. Many stories start out with much promise and tend to die off (see the last series of 'Game of Thrones!'). Luckily, this doesn't happen here. Everything and everyone that made the saga great comes together and gives the audience the perfect ending that they deserve.

Yes, purists of the book may argue about the odd creative liberty here and there which has been taken when transferring it to the big screen, but, more often than not, everything lands where it should. Re-watching the trilogy today (nearly twenty years after its release) I noticed that some of the special effects in the first film ('Fellowship') didn't look quite so good as they did at the time (i.e. more green screen-ish), yet this final chapter seems as perfect as it was in its day.

There are so many fine performances in 'Return of the King' that it's hard to pick a favourite. In the first two movies I always preferred the human characters, such as Gandalf and Aragorn (and, of course, the computer-generated Gollum in 'The Two Towers'). Yet now, I really felt more of a connection to the two hobbits - Frodo and Sam. Following their journey I really did get a sense of how much they'd suffered here - a rare feat nowadays when so many on-screen heroes seem to be able to absorb inhuman amounts of punishment with barely a ruffled head of hair (and don't get me started on Disney's 'Star Wars' trilogy).

As I said before, you really need to watch the first film to know if you'll truly enjoy its conclusion and, if you do, then 'Return of the King' will certainly not disappoint. It has everything from great character-acting, to excellent special effects and a perfect setting and direction. Not since the ORIGINAL 'Star Wars' trilogy has a set of films come together so spectacularly.",bowmanblue,2020-01-15
"A TRIUMPH, MASTERPIECE! The GREATEST Trilogy Ever Made? A Farewell Into The Crystal Sea.","Peter Jackson's ending to The Lord of The Rings. Is the most perfect ending to any trilogy ever in Hollywood history! From the first, second, third installment, every film packed a PERFECT 10 star rating!

Acting/scenes/sounds/action/EVERYTHING. A complete upwards to 10 hours of complete PERFECTION and ART! In all of the trilogy.

LOTR The Return of The King is a TRIUMPH, MASTERPIECE! With actors like Vingo Mortenson as Aragorn giving a standout performance! While Sean Astin as Sam. Is the true hero in this film as well! So much of the credit goes to Frodo. Yet? Sam is the true, brave, hobbit with his heroics, filled with courage, Sean Astin delivers an emotional performance and so does all actors on the lineup!

Legolas riding the backs of elephants. To Gimili smashing heads with his axe. To Gandalf riding a white horse, clothe in full white, even with Merry and Pippen as dark horses in the race, proving to be important roles in the major events of middle Earth.

LOTR The Return of The King is a SMASHING HIT! With an emotional, victory in the end!

A emotional, thrill ride from start to finish!

FOR FRODO!",Destiny-1-12-15,2022-03-22
An epic ending,"""The Lord of the Rings: Return of the King"" is the third and final installment of Peter Jackson's adaptations of Tolkien's famous fantasy novels. Once again the makers of the film have taken care with the costumes, sets, scenery, models, CGI effects and Howard Shore's epic score to create a convincing depiction of Middle Earth.

Once again the cast delivers expert performances. John Noble joins the cast as Denethor and effectively makes him into a despicable and repugnant character. Three of the performances in the film were particularly memorable for me. Bernard Hill once again brings authority to the role of King Theoden and his inspiring presence on the battlefield left me in awe. Miranda Otto brings strength to the role of Eowyn and makes the character's best moments unforgettable. Ian McKellen once again brought his commanding presence as Gandalf to bear as he tried desperately to hold everything together.

This film follows the familiar format of the first two films in taking Tolkien's work and streamlining it to create a well-paced film. The famous battle at Minas Tirith is on an unprecedented scale and the best fantasy battle ever filmed. As with the first two films, I found the added scenes for the extended addition interesting, but they didn't add much above and beyond the already great theatre cut.",dkncd,2007-10-05
There are no words to describe...,"How superb 'The Return of the King' is. It is the ultimate fantasy film and a sure bet for all the film awards this year. Director Peter Jackson has achieved the impossible, to make this trilogy and make it so that Tolkien fans will be pleased with it in comparison to the book. The special effects are amazingly good, the actors (Sean Astin who play Samwise Gamgee particularly) are fabulous in their roles and the plot is unflawed, representing the book perfectly. There are parts left out but this was always to be expected. Peter Jackson, on first editing the film had a 6 hour long film that he was happy with. Now, although us Lord of the Rings fans may have been more than happy to sit through that, I don't think others would have been! So inevitably pieces and lines from the book have been taken out. But what we are left with is a film that works perfectly and is a masterpiece. Undoubtedly there will be plenty of extra footage on the extended DVD and so we'll just have to wait for that to see the film in its entirety. It's, arguably and in my own opinion, the best of the three films and one that fans and just movie-goers will love. It's got action, romance and an ending that leaves us satisfied and wanting to see it again and again. Go and see it now!",Bulleon,2003-12-18
"Great visuals, not so great storytelling...","Return of the King - Special Extended Edition.

While normally a person to find enjoyment in both fantasy and science-fiction, I am one of the few who haven't really enjoyed Jackson's earlier takes on the Tolkien masterpiece I had less than stellar expectations.

The film however did kick off on a promising note and for the first hour or so I was having a pretty decent time. After a while though my mind started to wander and after another hour I couldn't really care less about what happened to the characters.

What is it that makes me so indifferent to these characters? I believe the whole thing boils down to Jackson's storytelling. At his best when he can wield his mighty camera over vast landscapes, showing off weird and wonderful creatures and humongous armies. He seems a lot less comfortable when dealing with human (hobbit, dwarfish, elfish) interaction on a smaller level. Unfortunately this somewhat spills over too the battle-scenes as well, and any enjoyment is purely on the visual side. Yes, the spectacle is certainly great - but it is still JUST spectacle.

Another problem is that the actors are for the most part delivering speeches rather than having conversations. It makes the whole thing stale and the characters less life-like.

On a positive note Jackson and his editors have improved the flow between the different story lines since the last film. The effects are mostly top-notch as is the production-design.

Unfortunately it is let down by a director who seems to be bellowing, ""look what I can do"" to at all times. This ""more is more""-style served him well in his earlier work but it's just a bit too shallow to do a justice to a story of this scale.

All in all not horrible, but certainly not the film to end all films...

5/10",NickFalk,2005-01-30
one movie to rule them all,"Peter Jackson's epic adaptation of ""Lord of the Rings"" reaches its pinnacle in ""Return of the King."" The stellar cast, mind-blowing special effects and heartbreaking script are all present in the third movie, which is not only the last of the ""Lord of the Rings"" films, but the best.

Frodo (Elijah Wood) and Sam (Sean Astin) are still following the treacherous Gollum (Andy Serkis) on the path to Mordor, with the increasingly strained Frodo unaware that Gollum is sowing suspicion between the two best friends. By the time he realises his mistake, he's been dragged into the lair of Shelob, a monstrous spider, and then abducted by orcs who want the Ring he carries. Determined to find his friend, Sam heads into an orc citadel...

Meanwhile, Gandalf (Ian McKellen) takes Pippin (Billy Boyd) with him to Minas Tirith, after the hobbit has a close encounter with Sauron through a palantir. \Not only is the city under siege, but the Steward Denethor is slowly going insane, even sending his one remaining son, Faramir (David Wenham), on a suicide mission to reclaim a dead city. With Minas Tirith crumbling, Aragorn's (Viggo Mortensen) only hope may to be summon an army of the dead, who will only obey the King of Gondor. But even the dead won't help him if Frodo doesn't destroy the Ring...

The ""Lord of the Rings"" trilogy is one of those once-in-a-lifetime movie experiences. There has never been anything quite like it in movie history, and there probably never will be again. It seems somehow fitting that the book that every other fantasy has to measure up to, has now become a sweeping cinematic triumph that actually stays halfway loyal to the books. Good things come to fans who wait, I guess.

Peter Jackson really outdoes himself. You know those battle scenes in ""Two Towers"" and ""Fellowship of the Ring,"" with the swooping camera and thousands of orcs, clashing with men on a gloomy battlefield? In ""Return of the King,"" Jackson surpasses that. There's everything from volcanic eruptions to an invasion of howling ghosts to the attack of the oliphaunts (like elephants, only bigger). Each action scene a shattering ride, and there's no guarantee that all the beloved characters will make it out alive. Some of them don't.

But if Jackson manages the epic battles well, he does an even better job with the gentler, quieter moments. The action slows down, and the characters take a moment to support and comfort each other. They cry, they hug, they think about home -- such as Gandalf comforting the frightened Pippin with a description of the afterlife. Jackson and his fellow screenwriters Fran Walsh and Phillippa Boyens throw themselves into the semi-formal language of Tolkien's world, resculpting Tolkien's words into equally rich movie dialogue.

Elijah Wood gives an unparallelled performance as Frodo Baggins. Frodo's gradual deterioration is wrenching to watch, and the climactic scene at Mount Doom displays just what the Ring can do to even the pure-hearted hobbit. Sean Astin follows up with his powerful performance as Sam, who is increasingly the ""strong"" hobbit, rather than the follower. The final scenes between these two outstanding actors are beautiful and understated.

But all the supporting cast also give powerful performances -- Boyd and Dominic Monaghan put their characters through some intense growing pains, and the ""I'm going to take care of you"" scene is enough to bring tears to your eyes. Mortensen gets more kingly every moment, while Ian McKellen balances action with grandfatherly wisdom. Bernard Hill has a quietly moving final scene, while Miranda Otto makes the despairing Eowyn a strong, kick-butt heroine.

Perhaps the most striking thing about ""Return of the King"" is the final fourth of the film. While the ""multiple endings"" may annoy some viewers, it seems somehow right to gently let go of these characters rather than have a sudden, splashy finale. And whether they have a happy or sad ending, Jackson never lets us forget that they all made sacrifices to battle Sauron.

""Return of the King"" brings the epic ""Lord of the Rings"" trilogy to a close, and cements Jackson's reputation as a master filmmaker. With the outstanding cast, beautiful scripting and amazing direction, this is the best of the ""Lord"" films -- and that's saying something.",Tyson14,2015-01-18
Perhaps the greatest film ever made.,"It is difficult to argue that many films should sit on top of the mountain of the greatest movies ever made, but one of those is The Return of the King. Technical, writing, and production aspects are all the best you can have in a film.

The most impressive thing about ROTK is that it is the series ' third entry and that it is so good. Most trilogies that exist have the problem of the third being the weakest in the bunch. Not with this trilogy, though, this film is incredible on all levels.

This film's drama and overall epicness is something I have simply not seen since its release. Not many films can so effortlessly blend fantasy and serious dramatic plot elements that sell the film's overall message.

Not to forget the amazing display of acting that the whole cast put together. This is one aspect of the movie that does not appear to be getting enough credit. EVERYONE sells every scene and contributes to the film's immersion.

The Return of the King holds the record, in a tie, for the most academy awards ever won and I cannot think of another film more deserving of this honor. The world-building displayed by Peter Jackson, coupled with the cast and crew, has not been matched outside of this series.",Keemer44,2020-02-19
"Very, VERY good.","It's REALLY good. Every single thing about this movie is cool. It's my number one favourite movie of all time. ( Well actually, the entire TRILOGY together is my favourite number one movie of all time. ) There's no swearing or nudity. I still don't recommend it for the younger audience because there are some slightly frightening scenes, though. But anybody over eleven shouldn't be bothered. I don't recommend it for arachnophobia, because it might give them a heart attack. Anyways, this movie has an excellent beginning and a wonderful ending. And everything in the middle is great, too. BY ALL MEANS RENT IT, but make sure you watch the two first movies first.",HiMyNameIsAlisha,2007-04-01
"The Lord of the Rings: The Return of the King (2003) - My Precious, This is a Masterful Final Chapter!","Finally, after a series of magical books by J.R.R. Tolkien, and after the first two movies in a series that redefined cinema, ""The Lord of the Rings"" series finally comes to a close, with ""The Return of the King"". I'm so pleased to be saying the following words. This movie is not just the best in this magical series, but it's also mostly one of the greatest movies ever made on screen. The final story picks up where ""The Two Towers"" left off, where Frodo and Sam are still traveling to Mordor, while Gollum might set them in a trap to capture the ring at last. Then, Gandalf and the gang are still trying to defeat the wrath of Sauron, and finally be able to destroy this deadly ring. Thanks to the incredible masterful directing by Peter Jackson, and thousands of artists and technicians, they all help us dig deeper into this magical world that, only at the movies, we can be able to escape to. The performances are just brilliant and electrifying to watch on screen. Elijah Wood and Sean Astin are just brilliant, continuing their roles as Frodo and Sam, and they still have a lot of heart and soul into their on-screen friendship. Ian McKellen and Viggo Mortensen improves once again with fine and brilliant performances. But out of all that, it's Andy Serkis that should have received a Best Supporting Actor nomination in 2003, for his work as Gollum. Serkis has portrayed such a brilliant character, and the visual enhancements made to create him was all quite super. From an opening flashback involving Smeagol (a.k.a. Gollum) that's super thrilling, to a final setback, Gollum is by far the best character in this movie. Although this movie is set during a long 200 minute run-time, I was just distracted for what this movie had to offer, that I didn't care about how long it was. It has everything you'd expect to see. It's got heartbreak, action, comedy, drama, fantasy, and magic. The special effects are exhilarating, from beginning to end, and it made me wanting for more. The beautiful art direction and costumes made me feel like I escaped to a more beautiful place. The cinematography is challenging in such perfection, and the original score is really with a treat. I also adored the wonderful sound effects, and the memorable film editing. The love stories are touching, the friendship scenes are heartwarming, the fight scenes are groundbreaking, and the finale blends with a perfect mix of heartbreak and hope. I could tell you a thousand reasons why this movie is excellent. This is a movie that loves movies. It's a movie that keeps you wanting for more. All this movie needed was a talented director, a brilliant cast, groundbreaking special effects, incredible art direction, amazing music, and an inspirational storyline. This is such a crowning achievement in cinema. It's one of my all-time favorite movies, and I'm glad this movie won the Best Picture Oscar in 2003. ""LOTR: The Return of the King"", in my review, ""an epic and groundbreaking cinematic masterpiece"".",nickmesafilms,2012-01-04
A Cinematic Journey Like No Other,"I first watched The Lord of the Rings series in the cinema as a child, too young to grasp that I was witnessing one of the greatest epics in film history. Back then, it was just a grand adventure with battles, magic, and strange creatures, but over the years, its depth, artistry, and emotional weight became clearer. I still remember a kid crying and leaving the theater, overwhelmed by its intensity-something I now understand more than ever.

Peter Jackson's adaptation is nothing short of a masterpiece, capturing the soul of Tolkien's world with breathtaking visuals, an unforgettable score, and a cast that embodied their characters to perfection. It's not just about good versus evil; it's about friendship, sacrifice, hope, and the resilience of the human spirit. Few films achieve such a perfect balance of spectacle and emotion.

For me, The Lord of the Rings is more than just a movie series-it's an experience, a timeless journey that shaped my love for cinema. Thank you, Peter Jackson, for bringing Middle-earth to life in a way that still resonates, no matter how many times I return to it.",overdosememoin,2025-03-11
Why did THIS one win the Oscar?,"Fellowship of the Ring was far and away the best of the three Lord of the Rings movies, and the Academy snubbed it.  The Two Towers was far less impressive, but that was understandable since the book of the Two Towers is the weakest of the original trilogy, and Jackson saved one of its best episodes, the confrontation between the hobbits and Shelob, for the third film.  The third film rebounds, as it ought to have given that the third book is the best, but it does not reach the level reached by the first movie, much less by the book.  Overall, Jackson did a good job, none of the movies is bad, and he deserves recognition for his work and the risks he took.  It's just hard not to feel disappointed, given the huge promise of the first movie, to find that the trilogy as a whole is quite good but nowhere near great.

Certainly Jackson achieved a very impressive feat in constructing battle scenes that are even more exciting and terrifying than the excellent ones in the previous two movies.  The assault of Grond on the gate of Minas Tirith, the wild charge of the Rohirrim, the confrontation between Eowyn and the Lord of the Nazgul, and the desperate clash with the Oliphaunts are probably the finest fantasy warfare sequences ever filmed, managing to be intimate and detailed while also giving a sense of the overall strategic picture of the battle.  Kurosawa would have been hard put to do better.

Too, Jackson pulled a major coup by constructing a version of the climactic scene at Mount Doom that will surprise the readers of the original book without disappointing them – and it would have been very easy to go wrong at this point.  And, Jackson manages a few times to do what he did with astonishing regularity in The Fellowship of the Ring: spot the dramatic moments and give them even more impact on film than they have on the printed page.  His version of the scenes in the Paths of the Dead and the lighting of the beacons of Gondor are masterful.

But, Jackson has lost his eye for character; indeed, he has lost it so disastrously that I have to wonder whether his master portraits of Boromir and Gandalf in the first film were anything more than luck.  This is clearest in his revolting representation of Denethor.  Jackson's Denethor is a cretin: weak, craven, stupid, self-pitying, insensitive, spiteful, utterly devoid of redeeming features.  No man cut from this cloth could have lasted a month as Steward of Gondor, much less raised two of the boldest warriors of Minas Tirith or pitted his will against the Dark Lord Sauron for control of a Palantir.  The true story of Denethor, which Jackson misunderstood completely, is not of the crumbling of a coward, but what is infinitely more tragic, the crumbling of a brave man.

Meanwhile, Gandalf has receded into Old Testament prophet mode, and seems to have no emotions of his own whatsoever.  Granted, even in the books Gandalf seems more distant and unapproachable after his reappearance, but he still had the old irritability and humor underneath.  Arwen, after being used so well in the first movie, again becomes an annoying hindrance to the plot. Gimli, at least, has improved somewhat since The Two Towers; he is still being used as comic relief, but the humor is now more of a deliberately self-deprecating kind than the humiliating pratfall jokes he had to suffer through last time.

Also, I have to complain about some of the things that Jackson left out.  I will concede that he was right to omit two of my favorite parts: the meeting with Ghan-buri-Ghan and the Scouring of the Shire; time was limited, and something had to be cut.  (he could have omitted the Paths of the Dead too, if he'd had to, although that would have been a shame considering how well he did that sequence).  But the confrontation between Gandalf and the Witch-King of Angmar at the ruins of the Gate could have been done in thirty seconds, and the parley with the Mouth of Sauron would have required less than one minute to deliver one of the dramatic high points of the whole book.

That Minas Tirith, Mount Doom, and the Grey Havens are magnificently done almost goes without saying.  Art direction has been the one consistent strong point throughout this whole trilogy.

In all, The Return of the King is a good movie.  Certainly far worse ones have won Oscars.  I just hope that the award doesn't lead to people imagining that this is the best movie of the trilogy.

Rating: *** out of ****.

Recommendation:  Go see it on a big screen.  But watch The Fellowship of the Ring first.",Danimal-7,2004-04-08
This is movie is what it is.,"My summary may be pedestrian, but it's the naked truth. This is the movie you make when you are given millions of dollars and almost two years. It's spectacular, but lacks charm. It's a must see if you are into popcorn cinema, but it shares the same aesthetic of the previous two movies, and it gets tiresome. As an adaptation, it's not perfect, but it's as good as it gets if you take into account how difficult is to make such a big movie.

This the latest modern mammoth movie, so take it for what it is. It hasn't been the first, and it won't be the last. Sometimes your jaw will drop, but everybody knows that there is not much merit in making the film looks the way it does. The merit lies in having finished the movie at all.

It's almost impossible to write a more complex review and not sound like an pretentious asshole. I had a lot of fun, but something was lacking. Apply this review to parts I & II.

RATING: 7.1",Patuquitos,2005-02-05
They read a different book...,"There was so much love and hate from me and my friends for the first two movies: Nearly perfect visualization, but some really bad interpretation of the main characters. Watching The Return of the King was unbearable and I left the cinema when I saw Gandalf and Frodo giggling after the fall of the ring and making themselves ridiculous.

I guess Return of the King totally missed the spirit of the book. All the highlights of the third book went wrong in the movie: The fight of Eowyn against the Lord of the Nazgul; Aragorns and his way of the death; the relationship between Gandalf and Denethor; when Gandalf saved Faramir of the Nazgul; the relationship between Pippin and Denethor; the meeting between Gandalf and the Lord of the Nazgul; Aragorn healing the people of Minas Tirith after the battle; ...

But mostly I was disappointed about the behaviour and attitude of some of the main characters: I think that Gandalf, Legolas, Eowyn, Pippin, Merry and Denethor don't match with the characters in the book. And that is really a great disappointment for me.

Sorry for my bad english...",bob-26,2003-12-26
This Movie WILL NEVER AGE!!!!!!,"One of the best movies I have ever seen!! I recently revisited the Lord of the rings movies and this was the best of the three. The movie looks spectacular and the atmosphere is awesome. Peter Jackson did a brilliant job with these movies and this one is no different. Even to this day people remember this film and it truly is one of cinema's greatest movies of all time. It will go down as one of movies greatest trilogy and it will always stay close to mine and millions of peoples hearts.

The acting is superb and the battles and action sequences are beyond comparison. The last battle and final minutes of the film are also really moving.

BEST MOVIE EVERRRRRRR!!!!!!!!!!!!!!",leonsott,2022-10-14
The epic conclusion to the story,"Before I talk about this movie, I want to say that I got my aged grandmother hooked on the series. I would visit her every Saturday, and I brought the first two movies over on DVD and we watched them. She was hooked. Peter Jackson did such a good job bringing the books to life. Surely there was a lot left out, he would have needed six movies to fit in everything from these novels. I am happy to say that I brought my grandmother to the theater to see this when it came out, and for the entire run, she did not move an inch. To me that says all there can be said about this movie. To see a woman well in her 80, so transfixed was such a treat. This movie is sad and happy all at the same time and is wonderfully done.",acedj,2019-11-01
The Return of the King is an epic finish to the LOTR.,"The Return of the King is the third and final film in the Lord of the Rings saga. Peter Jackson's portrayal of the film is a masterpiece in an already stunning trilogy. ROTK is an epic tale of sacrifice, courage, and friendship. Frodo and Sam's journey to Mount Doom is scary and filled with heart breaking moments of triumph and defeat. Elijah Woods once again portrays Frodo wonderfully as well as Sean Astin. The rest of the fellowship are very good in all of their scenes, especially Viggo Mortenson and Ian McKellan as Gandalf. Visually the cities and battles are simply fantastic and very realistic. This has been a long journey of film starting with the Fellowship 2 years ago and now it has ended wonderfully.",dantheman0056,2008-07-25
The end of an era,A Blu-ray extended version for almost four and a half hours. The scene of the war is still magnificent. It is Frodo's luck to have a good friend like Sam. Gandalf is still otherworldly and holy. The last part of the play makes my eyes wept. This is the end of the epic blockbuster and an era. But classics will become eternal.,zlx_zjlq,2020-03-24
Awesome follow-up with amazing  visuals and  groundbreaking special effects,"The third part in Jackson's trilogy based on the novels written by the great J.R.R Tolkien , picking up shortly after the second one left off . This extraordinary film begins with Frodo (Elijah Wood) , Sam (Sean Astin) along with Gollum/Smeagol (Andy Serkis) continuing the travel towards Mount Doom , the only place where the Ring can be destroyed . Frodo and Sam care the Ring in order to keep it from falling into the hands of its evil creator . Meantime , Gondor is invaded by the Orcs of Mordor and Gandalf (Ian McKellen) and Pippin (Billy Boyd) ride to Minas Tirith . There rules Denethor (John Noble) , father of the deceased Boromir (Sean Bean) , and Faramir (David Wenham) . While Aragorn (Viggo Mortensen) must choose between his two lovers , Eowyn (Miranda Otto) and Arwen(Liv Tyler) . Later on , Aragorn , Legolas (Orlando Jones) , and Gimli (John Rhys Davies) travel to the creepy caves inhabited by the Army of the Dead .

This sensational epic adventure is plenty of action , impressive battles , spectacular drama and being pretty entertaining . The movie packs a real sense of wonder and stimulating action set pieces illuminating the full-blown feats of the various protagonists and winding up in overlong battles and a stunning finale . It contains incredible array of technical visual effects by Weta Digital and Weta Workship , among others companies . Sensational cinematography by Andrew Lesnie and spectacular as well as sensitive musical score by Howard Shore , winning deservedly Academy Award . Beautifully realized set design with phenomenal production values . The film provides enough amusement during the three and half hour and stays closer to the novel than any of the former adaptations -mostly animated and in low budget- such as the mediocre effort by Ralph Baski . The motion picture will appeal to Tolkien followers as the neophyte who didn't have seen the previous parts and those unfamiliar with the lengthy literary work . Magnificent direction by Peter Jackson bringing stunningly the imaginary world and mythology of Tolkien to life .",ma-cortes,2008-01-10
"A film ahead of its time, Lord of The Rings The Return Of the King is the best thing I have ever seen...","Even after the second installment's grand success, I was still afraid that it will fail. The trailer was brilliant and promised a thousands things to come. And then in the next 3 and a half hours, I was proved wrong!

This was the best conclusion to a great trilogy. I never imagined that they could make it bigger and better than the last two. The previous movies were just picnic. Not only the action sequences but also the emotions run high. The battle scenes were really great. But I was more concerned about the people we knew from the last two films who were in it. 

You really get that feeling of ""The Return"". Unlike the first two, this movie is stylish. The elements are more elegant, the story more bold, the score more experienced and bold and the dangers more troublesome. As Frodo and Sam march towards Mount Doom, the movie gets more darker and hope really seems to fade away. One thing I learned in this movie is: Never give up. No matter what happens you have to finish the task because your cause is important. 

For me and all the LOTR fans, this is not a movie. What we thought of as an action movie-of-the-week turned out to be an important lesson on hope, friendship, conquering your fears and love. It's a cinematic achievement that will never be defeated. This really is the king of all movies and the 11 golden statues prove it. Go for it (Only if you have seen the first two movies) 

10/10",mithilbhoras-103-581296,2011-10-23
I cry buckets every time,"I'm writing this review as I watch Fellowship again right now. I was 12 when Fellowship first released in the cinema, and LOTR defined my life ever since for many years, and the trilogy has remained my favourite movies, with no others that come close. They made me cry in the cinema, and in every viewing since. I can put on even a brief portion of the films, and the feelings come rushing back. Everything about these three movies is perfect, in my opinion, especially the amazing music that is so perfectly crafted that I can't think of a better movie soundtrack. The only OST that matches it is the Halo game soundtrack. Both the Halo and LOTR franchise began in the same year (2001), and were the two major pillars of my life since childhood.

It's crazy to think that this trilogy began almost 20 years ago. I wonder if anything will ever touch LOTR. I suspect it will remain the all-time pinnacle of cinema, at least for the sheer love of them it has inspired in its vast fanbase.

I think that the extended editions are indispensable and feel much more complete than the original cinematic releases. They are definitely worth watching in one sitting, back-to-back, which will take from wake til sleep, with breaks in between for second breakfast, elevenses, luncheon, afternoon tea, dinner, supper.

Although I think Return of the King is the greatest possible ending to the greatest trilogy ever made, I still feel Fellowship of the Ring, where it all began, is the most rewatchable and comfy of the three. It has an air of enticing, dark and foreboding mystery that always captivates me. And that ending... what a cliff-hanger. I still remember the excitement it first created in me for the story's continuation, and the year-long wait for The Two Towers to release in the cinema. I would pay good money to see them all in a large and full theatre again.

And the video games... I played most of them I think. I still play Battle for Middle Earth, i.e. the Edain mod.

I can't imagine what my life would have been like if the LOTR films had never been created as they were, as they have been that important to me for well over half of my time alive at this point. They played a part in inspiring me to travel, to pursue filmmaking, and most importantly to get me interested in Tolkien's works.

I am so thankful to everyone who were a part of creating them, as they are easily the greatest treasure of cinema.",numenorsniper-66396,2020-10-24
The Return of the King,"I will keep it short, because what needs to be said has already been. This review is also spoiler-free.


The Lord of the Rings: The Return of the King is my personal favourite in the trilogy. It has the msot fight scenes out of any Lord of the Rings tale, and they are all very well written. The first big war that takes place is one of the best scenes in the saga and the ending of the movie is great. I could not fault the previous two, and it's the same for this one.

Of course it is a 10/10. This movie is great, and something else I did not say previously was that I really liked everything they did with Gollum in this film. Buy it, no questions.",darimoviesthoughtsoffilms,2019-12-27
The pieces are moving...,"Antipodean director Peter Jackson here proves beyond doubt that he's picked up Spielberg's mantle as the director most competent at blending dazzling special effects with convincing emotional drama. The third part of Jackson's opus sees the One Ring return to Mordor in the hands of a Hobbit, while the hordes of Gorgoroth sweep into the realm of man in their tens of thousands. Bad Taste this ain't.

This is the boldest of the three movies in that it necessarily must take the most risks in depicting Tolkien's universe. It's a delicate balancing act. For instance, some will love the Jackson of old re-emerging for the Paths of the Dead sequence, while others will resent its Temple of Doom comedy-horror stylings. Legolas skipping up the leg of an olyphaunt and then sliding down its trunk as it falls: fanboys loathe that stuff; the kids love it. But thankfully, due to Return of the King's structure - a series of action scenes built around Gandalf's (Ian McKellen) dreadful narration - one doesn't have to wait long until the next set-piece arrives. And we're spoiled for choice. Gandalf, for example, doesn't only narrate - he also, exhilaratingly, sweeps onto the plain of Pelennor to ward off the Nazgul with a blinding shaft of light. Shelob doesn't disappoint; Weta have created a memorable monster who tickles the neck-hairs of Tolkien devotees and unsuspecting arachnophobics alike (I had not yet read the novel at this point...). And the lighting of the beacons, erupting from far snow-capped peaks, calling to Gondor under the bellowing strains of Howard Shore's aptly triumphant score, might be the single most rousing sequence in movie history. It's the ignition of hope, a glimmer of unbridled joy before the darkness descends.

The biggest omission from the novel is the Scouring of the Shire. I happen to agree with the screenwriters' decision. By that time, we've already had two or three endings. We've been stuffed with a veritable feast in the form of the Battle of Pelennor and the Fall of Sauron; the Scouring, I believe, would have been an unwanted dessert. Besides, Tolkien's epilogue was something of a matter of celebrity. Aragorn's final words to the hobbits, as all of Middle Earth kneels, says more about the height of their standing than any Shire-war would.

Some minor flaws still remain. Legolas and Gimli's character arcs still reach no real resolution (but then, do we really need another two endings?). The position of the Battle of Pelennor in the story's narrative doesn't really lend itself to the classical Hollywood narrative very comfortably - there's a predictable, albeit only slight, feeling of 'winding down' in all that follows. Also, on this extended DVD, the point at which we are asked to change discs comes at a most inopportune time, as the drums of war are at their peak.

But it seems strangely impertinent to sniff out the trilogy's few flaws; to do so is like picking at the hem of the Bayeux Tapestry. Will we ever see such a wholly satisfying series of films again? Not in my lifetime. (N.B. The score is for all three.) This is pure cinema. Jackson and his creative family just don't stop giving. He has successfully translated his love for his source material and created a body of work that will live on and become equally loved. The scope of his achievement is undeniable; as entertainment, this is about as close to perfection as cinema will get.",rooee,2010-04-12
A Masterpiece,"I remember watching this movie for the first time when I was 12 years old. It was New Year's Eve. I sat next to my PC, brought a whole bottle of white wine for some reason and watched the whole trilogy until the morning. Needless to say I also got drunk for the first time. Best experience ever :D.",fsyazh,2021-04-15
